id-mapa;anio;mes;dia;fecha;franja;tipo;subtipo;uso_armas;barrio;comuna;latitud;longitud;cantidad;condena
HC-2021-1008202;2021;Enero;Viernes;1/1/2021;20;Robo (con violencia);;;Almagro;5;-34,605575;-58,414834;;37
HC-2021-1009094;2021;Febrero;Martes;9/2/2021;10;Robo (con violencia);;;Villa Pueyrredón;12;-34,572136;-58,50552;;42
HC-2021-1013236;2021;Enero;Viernes;15/1/2021;7;Robo (con violencia);;;Mataderos;9;-34,669922;-58,503963;;39
HC-2021-1014154;2021;Marzo;Viernes;19/3/2021;7;Robo (con violencia);;;Caballito;6;-34,616204;-58,442748;;33
HC-2021-1015476;2021;Mayo;Sábado;1/5/2021;11;Hurto (sin violencia);;;Monte Castro;10;-34,625449;-58,518825;;16
HC-2021-1017438;2021;Junio;Jueves;17/6/2021;18;Hurto (sin violencia);;;Mataderos;9;-34,656717;-58,508958;;23
HC-2021-1024905;2021;Febrero;Viernes;5/2/2021;10;Hurto (sin violencia);;;Flores;7;-34,62925;-58,464112;;33
HC-2021-1033277;2021;Abril;Domingo;11/4/2021;14;Hurto (sin violencia);;;Balvanera;3;-34,610236;-58,40767;;17
HC-2021-1033436;2021;Enero;Domingo;31/1/2021;SD;Hurto (sin violencia);;;Almagro;5;-34,602062;-58,42063;;5
HC-2021-1033480;2021;Junio;Viernes;4/6/2021;20;Hurto (sin violencia);;;Monserrat;1;-34,614716;-58,387854;;11
HC-2021-1040571;2021;Marzo;Martes;16/3/2021;14;Robo (con violencia);;;San Cristóbal;3;-34,625237;-58,406575;;4
HC-2021-1043565;2021;Enero;Domingo;10/1/2021;20;Hurto (sin violencia);;;Coghlan;12;-34,561011;-58,47957;;9
HC-2021-1044871;2021;Febrero;Viernes;12/2/2021;11;Robo (con violencia);;;Chacarita;15;-34,578618;-58,459629;;44
HC-2021-1047185;2021;Febrero;Martes;16/2/2021;10;Hurto (sin violencia);;;Almagro;5;-34,60669;-58,418862;;4
HC-2021-1054311;2021;Junio;Jueves;3/6/2021;8;Robo (con violencia);Con uso de moto;;Palermo;14;-34,581879;-58,430045;;41
HC-2021-1066981;2021;Enero;Viernes;15/1/2021;SD;Robo (con violencia);;;Caballito;6;-34,627155;-58,450996;;4
HC-2021-1070071;2021;Mayo;Martes;4/5/2021;21;Robo (con violencia);;;Belgrano;13;-34,554021;-58,450151;;43
HC-2021-1077157;2021;Mayo;Sábado;8/5/2021;15;Hurto (sin violencia);;;Flores;7;-34,626368;-58,471575;;39
HC-2021-1077700;2021;Febrero;Jueves;18/2/2021;1;Lesiones;Siniestro Vial;;Villa Lugano;8;-34,67907;-58,477447;2;3
HC-2021-1085103;2021;Abril;Lunes;26/4/2021;21;Robo (con violencia);;;Villa Lugano;8;-34,667133;-58,48862;;27
HC-2021-1086585;2021;Mayo;Miércoles;26/5/2021;8;Robo (con violencia);;;Villa Crespo;15;-34,599803;-58,430192;;35
HC-2021-1091404;2021;Marzo;Viernes;12/3/2021;7;Robo (con violencia);;;Villa Lugano;8;-34,666853;-58,490669;;43
HC-2021-1096205;2021;Mayo;Martes;11/5/2021;11;Hurto (sin violencia);;;Recoleta;2;-34,594707;-58,390092;;18
HC-2021-1102709;2021;Marzo;Martes;16/3/2021;16;Lesiones;Siniestro Vial;;Villa Luro;10;-34,6378;-58,502046;1;27
HC-2021-1110075;2021;Febrero;Martes;23/2/2021;22;Robo (con violencia);;;Chacarita;15;-34,582329;-58,453682;;1
HC-2021-1116829;2021;Junio;Sábado;19/6/2021;16;Hurto (sin violencia);;;Palermo;14;-34,590841;-58,433436;;8
HC-2021-1120626;2021;Enero;Viernes;29/1/2021;7;Hurto (sin violencia);;;Liniers;9;-34,639342;-58,528792;;12
HC-2021-1142812;2021;Junio;Miércoles;2/6/2021;19;Robo (con violencia);;;Flores;7;-34,64373;-58,442179;;35
HC-2021-1147160;2021;Marzo;Sábado;13/3/2021;2;Robo (con violencia);;;Boca;4;-34,63246;-58,359292;;15
HC-2021-1150803;2021;Marzo;Lunes;8/3/2021;0;Lesiones;Siniestro Vial;;Belgrano;13;-34,554423;-58,453525;1;41
HC-2021-1160994;2021;Febrero;Viernes;26/2/2021;21;Hurto (sin violencia);;;Villa Gral. Mitre;11;-34,613885;-58,462454;;9
HC-2021-1167039;2021;Enero;Martes;19/1/2021;5;Hurto (sin violencia);;;Nueva Pompeya;4;-34,647315;-58,42898;;1
HC-2021-1173245;2021;Enero;Domingo;31/1/2021;16;Robo (con violencia);;;Retiro;1;-34,585905;-58,372547;;35
HC-2021-1180653;2021;Mayo;Jueves;27/5/2021;9;Hurto (sin violencia);Hurto Automotor;;Villa Pueyrredón;12;-34,590294;-58,502709;;12
HC-2021-1202053;2021;Mayo;Miércoles;19/5/2021;11;Hurto (sin violencia);;;Palermo;14;-34,567816;-58,446107;;33
HC-2021-1211659;2021;Febrero;Lunes;8/2/2021;10;Robo (con violencia);;;Monte Castro;10;-34,615908;-58,508318;;3
HC-2021-1214529;2021;Marzo;Martes;30/3/2021;6;Robo (con violencia);;Arma de fuego;Barracas;4;-34,654819;-58,398481;;27
HC-2021-1220400;2021;Mayo;Viernes;14/5/2021;13;Robo (con violencia);;;Chacarita;15;-34,591702;-58,447601;;39
HC-2021-1221883;2021;Junio;Domingo;27/6/2021;20;Robo (con violencia);;;Recoleta;2;-34,598711;-58,393866;;44
HC-2021-1228963;2021;Mayo;Domingo;16/5/2021;14;Robo (con violencia);;Arma cortante;Balvanera;3;-34,612438;-58,412779;;27
HC-2021-1229194;2021;Mayo;Jueves;27/5/2021;13;Robo (con violencia);;;Flores;7;-34,6483;-58,439555;;13
HC-2021-1230573;2021;Junio;Viernes;11/6/2021;10;Hurto (sin violencia);;;Nuñez;13;-34,546184;-58,457961;;17
HC-2021-1232740;2021;Junio;Sábado;12/6/2021;22;Hurto (sin violencia);;;Palermo;14;-34,587063;-58,425797;;5
HC-2021-1234518;2021;Abril;Miércoles;7/4/2021;12;Robo (con violencia);;Arma de fuego;Liniers;9;-34,638174;-58,510855;;25
HC-2021-1236717;2021;Enero;Jueves;7/1/2021;10;Lesiones;Siniestro Vial;;Nuñez;13;-34,548259;-58,468288;1;17
HC-2021-1242208;2021;Febrero;Martes;23/2/2021;11;Robo (con violencia);;;Parque Patricios;4;-34,636791;-58,403786;;9
HC-2021-1246911;2021;Febrero;Martes;9/2/2021;6;Hurto (sin violencia);;;Monte Castro;10;-34,625034;-58,517002;;39
HC-2021-1247727;2021;Enero;Sábado;30/1/2021;14;Hurto (sin violencia);;;Puerto Madero;1;-34,616704;-58,356758;;35
HC-2021-1248868;2021;Marzo;Lunes;8/3/2021;11;Robo (con violencia);;;Palermo;14;-34,583427;-58,40205;;44
HC-2021-1258667;2021;Abril;Lunes;26/4/2021;10;Lesiones;Siniestro Vial;;Parque Avellaneda;9;-34,658107;-58,475829;1;10
HC-2021-1267231;2021;Junio;Jueves;3/6/2021;14;Lesiones;Siniestro Vial;;Nuñez;13;-34,551945;-58,473573;1;42
HC-2021-1277140;2021;Marzo;Martes;23/3/2021;17;Robo (con violencia);;;Almagro;5;-34,608547;-58,416777;;28
HC-2021-1277354;2021;Junio;Martes;15/6/2021;10;Robo (con violencia);Con uso de moto;;Villa Lugano;8;-34,671389;-58,471182;;8
HC-2021-1281090;2021;Junio;Domingo;13/6/2021;19;Robo (con violencia);;;Palermo;14;-34,580538;-58,430508;;19
HC-2021-1306105;2021;Mayo;Jueves;13/5/2021;16;Hurto (sin violencia);;;Palermo;14;-34,587681;-58,430469;;13
HD-2021-1009677;2021;Abril;Jueves;22/4/2021;18;Robo (con violencia);Con uso de moto;;Recoleta;2;-34,597219;-58,389424;;13
HD-2021-1016049;2021;Abril;Lunes;26/4/2021;16;Hurto (sin violencia);;;Parque Chas;15;-34,585754;-58,473671;;12
HD-2021-1017459;2021;Enero;Lunes;4/1/2021;23;Robo (con violencia);;;Balvanera;3;-34,605987;-58,409635;;15
HD-2021-1023635;2021;Marzo;Jueves;4/3/2021;15;Lesiones;Siniestro Vial;;;0;SD;SD;1;27
HD-2021-1023652;2021;Febrero;Lunes;1/2/2021;5;Robo (con violencia);;;Caballito;6;-34,615203;-58,447018;;37
HD-2021-1031643;2021;Marzo;Domingo;21/3/2021;8;Hurto (sin violencia);;;Mataderos;9;-34,667112;-58,509179;;17
HD-2021-1034937;2021;Marzo;Viernes;5/3/2021;14;Robo (con violencia);;;Villa Soldati;8;-34,66483;-58,450005;;40
HD-2021-1035737;2021;Junio;Sábado;19/6/2021;21;Hurto (sin violencia);;;Palermo;14;-34,589987;-58,430128;;16
HD-2021-1037750;2021;Junio;Viernes;11/6/2021;6;Hurto (sin violencia);;;Floresta;10;-34,62717;-58,481505;;31
HD-2021-1038632;2021;Enero;Lunes;18/1/2021;9;Robo (con violencia);;;Boedo;5;-34,638737;-58,415328;;29
HD-2021-1038756;2021;Mayo;Jueves;13/5/2021;12;Hurto (sin violencia);;;Boca;4;-34,631515;-58,356987;;32
HD-2021-1039690;2021;Enero;Viernes;22/1/2021;13;Robo (con violencia);;;Recoleta;2;-34,597698;-58,387067;;26
HD-2021-1039964;2021;Mayo;Martes;11/5/2021;0;Robo (con violencia);;Arma de fuego;Parque Chas;15;-34,581718;-58,481499;;30
HD-2021-1041089;2021;Enero;Sábado;23/1/2021;11;Robo (con violencia);;;Almagro;5;-34,615816;-58,417737;;6
HD-2021-1056171;2021;Marzo;Domingo;28/3/2021;22;Robo (con violencia);;Arma de fuego;Floresta;10;-34,632579;-58,476748;;20
HD-2021-1058250;2021;Abril;Miércoles;7/4/2021;7;Robo (con violencia);;;Palermo;14;-34,581182;-58,421738;;18
HD-2021-1060152;2021;Abril;Sábado;10/4/2021;20;Hurto (sin violencia);;;Floresta;10;-34,626558;-58,47715;;23
HD-2021-1073957;2021;Abril;Jueves;15/4/2021;11;Robo (con violencia);Con uso de moto;Arma cortante;Parque Chas;15;-34,590118;-58,478381;;13
HD-2021-1076431;2021;Febrero;Viernes;19/2/2021;18;Hurto (sin violencia);;;Villa Lugano;8;-34,663099;-58,470052;;7
HD-2021-1080132;2021;Junio;Viernes;25/6/2021;18;Robo (con violencia);;;Retiro;1;-34,592872;-58,377095;;2
HD-2021-1082611;2021;Enero;Domingo;17/1/2021;1;Lesiones;Siniestro Vial;;San Nicolás;1;-34,601383;-58,381936;1;38
HD-2021-1086295;2021;Abril;Jueves;15/4/2021;10;Hurto (sin violencia);;;Flores;7;-34,638163;-58,467865;;26
HD-2021-1088546;2021;Mayo;Sábado;29/5/2021;18;Hurto (sin violencia);Hurto Automotor;;Villa Crespo;15;-34,592966;-58,434884;;35
HD-2021-1089982;2021;Junio;Lunes;28/6/2021;7;Robo (con violencia);;Arma cortante;Retiro;1;-34,591213;-58,374966;;5
HD-2021-1091612;2021;Febrero;Domingo;14/2/2021;0;Robo (con violencia);;Arma cortante;Villa Ortuzar;15;-34,579572;-58,463259;;32
HD-2021-1114569;2021;Abril;Martes;6/4/2021;16;Robo (con violencia);;;Monte Castro;10;-34,620786;-58,505549;;38
HD-2021-1139989;2021;Marzo;Domingo;14/3/2021;9;Robo (con violencia);;;Barracas;4;-34,654392;-58,396717;;11
HD-2021-1150595;2021;Enero;Sábado;30/1/2021;0;Hurto (sin violencia);;;Villa Pueyrredón;12;-34,578214;-58,511061;;14
HD-2021-1151283;2021;Junio;Viernes;11/6/2021;7;Hurto (sin violencia);;;Liniers;9;-34,641738;-58,528951;;33
HD-2021-1152165;2021;Mayo;Domingo;23/5/2021;16;Robo (con violencia);Con uso de moto;;Villa Santa Rita;11;-34,619533;-58,487602;;12
HD-2021-1153886;2021;Abril;Viernes;23/4/2021;18;Hurto (sin violencia);Hurto Automotor;;Villa Riachuelo;8;-34,694679;-58,47504;;42
HD-2021-1159758;2021;Mayo;Viernes;21/5/2021;14;Robo (con violencia);Con uso de moto;;Balvanera;3;-34,609482;-58,396293;;28
HD-2021-1162436;2021;Marzo;Jueves;25/3/2021;5;Robo (con violencia);;;Mataderos;9;-34,67398;-58,501639;;10
HD-2021-1170019;2021;Abril;Jueves;22/4/2021;19;Hurto (sin violencia);;;Villa Crespo;15;-34,601805;-58,442082;;39
HD-2021-1173699;2021;Marzo;Lunes;22/3/2021;20;Hurto (sin violencia);Hurto Automotor;;Villa Soldati;8;-34,659861;-58,429549;;29
HD-2021-1175448;2021;Junio;Miércoles;30/6/2021;15;Hurto (sin violencia);;;Balvanera;3;-34,61685;-58,403444;;32
HD-2021-1179164;2021;Enero;Viernes;8/1/2021;10;Robo (con violencia);Robo Automotor;Arma de fuego;Balvanera;3;-34,616673;-58,401781;;3
HD-2021-1189591;2021;Marzo;Martes;23/3/2021;8;Robo (con violencia);;;Balvanera;3;-34,60228;-58,403849;;1
HD-2021-1200746;2021;Marzo;Jueves;18/3/2021;20;Robo (con violencia);;Arma de fuego;Boca;4;-34,63695;-58,357916;;32
HD-2021-1215719;2021;Junio;Lunes;21/6/2021;10;Hurto (sin violencia);;;Barracas;4;-34,650602;-58,382298;;14
HD-2021-1233260;2021;Marzo;Lunes;8/3/2021;8;Hurto (sin violencia);;;Balvanera;3;-34,608839;-58,406035;;6
HD-2021-1234517;2021;Junio;Jueves;24/6/2021;20;Hurto (sin violencia);;;Chacarita;15;-34,587061;-58,443144;;18
HD-2021-1238729;2021;Abril;Jueves;1/4/2021;11;Hurto (sin violencia);;;Balvanera;3;-34,618232;-58,394776;;39
HD-2021-1244080;2021;Febrero;Lunes;1/2/2021;6;Hurto (sin violencia);;;Almagro;5;-34,601107;-58,425466;;2
HD-2021-1247292;2021;Mayo;Domingo;9/5/2021;9;Hurto (sin violencia);;;Barracas;4;-34,655783;-58,392346;;4
HD-2021-1262834;2021;Enero;Jueves;21/1/2021;8;Robo (con violencia);;;Villa Del Parque;11;-34,604107;-58,487502;;45
HD-2021-1286064;2021;Enero;Domingo;10/1/2021;10;Robo (con violencia);;Arma de fuego;Palermo;14;-34,571823;-58,421746;;42
LC-2021-1000090;2021;Febrero;Jueves;18/2/2021;11;Robo (con violencia);;;;;SD;SD;;20
LC-2021-1000306;2021;Marzo;Sábado;6/3/2021;21;Hurto (sin violencia);;;Balvanera;3;-34,601294;-58,411051;;39
LC-2021-1000361;2021;Febrero;Miércoles;3/2/2021;14;Lesiones;Siniestro Vial;;Mataderos;9;-34,655573;-58,494744;1;8
LC-2021-1000449;2021;Abril;Jueves;1/4/2021;17;Hurto (sin violencia);;;Constitución;1;-34,633871;-58,389892;;8
LC-2021-1000572;2021;Marzo;Sábado;27/3/2021;15;Lesiones;Siniestro Vial;;Recoleta;2;-34,594546;-58,402278;1;6
LC-2021-1000613;2021;Febrero;Lunes;22/2/2021;1;Robo (con violencia);;;Villa Lugano;8;-34,675263;-58,475366;;2
LC-2021-1000803;2021;Marzo;Sábado;20/3/2021;22;Robo (con violencia);;;Nuñez;13;-34,5514;-58,45585;;37
LC-2021-1001296;2021;Junio;Lunes;7/6/2021;18;Robo (con violencia);Robo Automotor;Arma de fuego;Villa Pueyrredón;12;-34,581236;-58,508763;;4
LC-2021-1001328;2021;Marzo;Lunes;1/3/2021;22;Robo (con violencia);;;Villa Soldati;8;-34,664989;-58,469389;;9
LC-2021-1001371;2021;Mayo;Miércoles;19/5/2021;14;Hurto (sin violencia);Hurto Automotor;;Parque Avellaneda;9;-34,644877;-58,495252;;6
LC-2021-1001626;2021;Junio;Jueves;3/6/2021;23;Robo (con violencia);;;Parque Patricios;4;-34,639054;-58,395849;;2
LC-2021-1001729;2021;Enero;Domingo;3/1/2021;16;Hurto (sin violencia);Hurto Automotor;;Villa Crespo;15;-34,605;-58,444491;;2
LC-2021-1001840;2021;Junio;Martes;15/6/2021;11;Robo (con violencia);Con uso de moto;;Villa Santa Rita;11;-34,617029;-58,475173;;39
LC-2021-1001891;2021;Marzo;Miércoles;17/3/2021;17;Hurto (sin violencia);;;Balvanera;3;-34,604819;-58,403126;;11
LC-2021-1001919;2021;Febrero;Viernes;26/2/2021;12;Robo (con violencia);;;Villa Lugano;8;-34,677728;-58,48808;;45
LC-2021-1001989;2021;Febrero;Martes;9/2/2021;23;Robo (con violencia);;Arma de fuego;Villa Soldati;8;-34,659355;-58,446547;;41
LC-2021-1002055;2021;Febrero;Martes;2/2/2021;5;Robo (con violencia);;;Palermo;14;-34,570539;-58,398008;;30
LC-2021-1002177;2021;Marzo;Jueves;25/3/2021;22;Robo (con violencia);;;Parque Patricios;4;-34,633899;-58,406966;;15
LC-2021-1002246;2021;Junio;Sábado;26/6/2021;12;Robo (con violencia);Con uso de moto;;Villa Gral. Mitre;11;-34,614546;-58,463625;;6
LC-2021-1002317;2021;Febrero;Lunes;1/2/2021;14;Hurto (sin violencia);;;Caballito;6;-34,617491;-58,443347;;29
LC-2021-1002606;2021;Abril;Viernes;9/4/2021;13;Lesiones;Siniestro Vial;;Villa Crespo;15;-34,599005;-58,451821;1;35
LC-2021-1002720;2021;Abril;Jueves;15/4/2021;23;Robo (con violencia);Con uso de moto;;Nueva Pompeya;4;-34,645423;-58,424879;;19
LC-2021-1002758;2021;Abril;Domingo;11/4/2021;7;Hurto (sin violencia);;;Belgrano;13;-34,557153;-58,463566;;34
LC-2021-1002986;2021;Enero;Domingo;10/1/2021;14;Hurto (sin violencia);;;San Cristóbal;3;-34,626407;-58,411942;;22
LC-2021-1003017;2021;Enero;Domingo;10/1/2021;4;Hurto (sin violencia);;;;;SD;SD;;36
LC-2021-1003027;2021;Mayo;Miércoles;5/5/2021;12;Robo (con violencia);;;Nueva Pompeya;4;-34,655915;-58,419383;;29
LC-2021-1003171;2021;Junio;Viernes;4/6/2021;11;Hurto (sin violencia);;;Barracas;4;-34,643;-58,373653;;29
LC-2021-1003543;2021;Febrero;Viernes;19/2/2021;19;Hurto (sin violencia);;;Parque Patricios;4;-34,636473;-58,405746;;7
LC-2021-1003610;2021;Abril;Martes;27/4/2021;14;Hurto (sin violencia);Hurto Automotor;;Almagro;5;-34,603468;-58,418036;;39
LC-2021-1003715;2021;Junio;Viernes;25/6/2021;11;Hurto (sin violencia);;;Villa Real;10;-34,615922;-58,525696;;20
LC-2021-1004040;2021;Abril;Domingo;11/4/2021;0;Hurto (sin violencia);;;Palermo;14;-34,586869;-58,413205;;9
LC-2021-1004108;2021;Mayo;Sábado;1/5/2021;21;Robo (con violencia);;;Flores;7;-34,642479;-58,455359;;33
LC-2021-1004124;2021;Abril;Lunes;19/4/2021;16;Hurto (sin violencia);;;Almagro;5;-34,60489;-58,421192;;39
LC-2021-1004223;2021;Marzo;Jueves;25/3/2021;20;Robo (con violencia);;;Palermo;14;-34,585609;-58,416506;;1
LC-2021-1004245;2021;Marzo;Sábado;13/3/2021;22;Robo (con violencia);Con uso de moto;Arma de fuego;Flores;7;-34,642769;-58,446219;;41
LC-2021-1004326;2021;Mayo;Lunes;3/5/2021;14;Lesiones;Siniestro Vial;;Flores;7;-34,631772;-58,469276;1;2
LC-2021-1004477;2021;Abril;Jueves;15/4/2021;20;Robo (con violencia);;Arma de fuego;Barracas;4;-34,651069;-58,40057;;38
LC-2021-1004505;2021;Marzo;Jueves;18/3/2021;13;Robo (con violencia);;;Villa Lugano;8;-34,676337;-58,476472;;29
LC-2021-1004585;2021;Marzo;Miércoles;10/3/2021;19;Hurto (sin violencia);;;Palermo;14;-34,578147;-58,411225;;23
LC-2021-1004613;2021;Marzo;Martes;2/3/2021;14;Robo (con violencia);;;Constitución;1;-34,630462;-58,381948;;3
LC-2021-1004670;2021;Febrero;Jueves;4/2/2021;17;Hurto (sin violencia);;;Palermo;14;-34,586597;-58,412574;;27
LC-2021-1004758;2021;Enero;Martes;12/1/2021;16;Robo (con violencia);;;Boedo;5;-34,62359;-58,414814;;23
LC-2021-1005044;2021;Junio;Jueves;3/6/2021;17;Lesiones;Siniestro Vial;;Belgrano;13;-34,564409;-58,44632;1;44
LC-2021-1005409;2021;Enero;Sábado;23/1/2021;18;Hurto (sin violencia);;;Villa Real;10;-34,620887;-58,523292;;45
LC-2021-1005476;2021;Enero;Domingo;10/1/2021;5;Robo (con violencia);;;Vélez Sársfield;10;-34,635032;-58,487423;;20
LC-2021-1005507;2021;Febrero;Viernes;5/2/2021;16;Hurto (sin violencia);;;Nueva Pompeya;4;-34,656753;-58,405665;;43
LC-2021-1005678;2021;Enero;Martes;19/1/2021;22;Robo (con violencia);;Arma de fuego;Nueva Pompeya;4;-34,644976;-58,427596;;41
LC-2021-1005776;2021;Junio;Domingo;20/6/2021;4;Robo (con violencia);;;Nueva Pompeya;4;-34,65061;-58,415263;;35
LC-2021-1005817;2021;Febrero;Miércoles;24/2/2021;17;Lesiones;Siniestro Vial;;Chacarita;15;-34,586123;-58,453112;1;41
LC-2021-1005869;2021;Abril;Lunes;12/4/2021;20;Hurto (sin violencia);;;Palermo;14;-34,585275;-58,414364;;3
LC-2021-1005886;2021;Junio;Sábado;19/6/2021;SD;Hurto (sin violencia);;;Caballito;6;-34,623025;-58,447674;;9
LC-2021-1005888;2021;Febrero;Martes;23/2/2021;18;Robo (con violencia);Con uso de moto;;Recoleta;2;-34,599432;-58,391748;;39
LC-2021-1006230;2021;Junio;Miércoles;23/6/2021;SD;Hurto (sin violencia);;;Constitución;1;-34,62277;-58,390723;;39
LC-2021-1006243;2021;Febrero;Miércoles;17/2/2021;7;Hurto (sin violencia);;;Boedo;5;-34,625483;-58,423136;;34
LC-2021-1006316;2021;Enero;Martes;5/1/2021;11;Robo (con violencia);;;Barracas;4;-34,640368;-58,372527;;3
LC-2021-1006481;2021;Enero;Martes;26/1/2021;17;Robo (con violencia);;Arma cortante;Villa Devoto;11;-34,59823;-58,503558;;20
LC-2021-1006757;2021;Mayo;Miércoles;19/5/2021;19;Robo (con violencia);;;Retiro;1;-34,594636;-58,378524;;45
LC-2021-1006998;2021;Mayo;Viernes;7/5/2021;8;Robo (con violencia);Con uso de moto;Arma de fuego;Parque Avellaneda;9;-34,648383;-58,468755;;31
LC-2021-1007182;2021;Abril;Viernes;30/4/2021;16;Hurto (sin violencia);;;Palermo;14;-34,583728;-58,418288;;28
LC-2021-1007359;2021;Mayo;Lunes;31/5/2021;13;Hurto (sin violencia);;;Villa Del Parque;11;-34,602549;-58,480471;;2
LC-2021-1007456;2021;Mayo;Jueves;6/5/2021;13;Robo (con violencia);;;San Cristóbal;3;-34,623916;-58,396035;;23
LC-2021-1007614;2021;Mayo;Lunes;10/5/2021;10;Robo (con violencia);;;Parque Avellaneda;9;-34,651203;-58,478473;;42
LC-2021-1007636;2021;Enero;Jueves;7/1/2021;11;Hurto (sin violencia);;;San Nicolás;1;-34,604764;-58,37241;;31
LC-2021-1007719;2021;Enero;Jueves;21/1/2021;19;Robo (con violencia);;;Constitución;1;-34,627859;-58,382817;;25
LC-2021-1007728;2021;Mayo;Viernes;14/5/2021;20;Hurto (sin violencia);;;San Nicolás;1;-34,608646;-58,384708;;7
LC-2021-1007820;2021;Febrero;Jueves;25/2/2021;3;Robo (con violencia);;;Barracas;4;-34,656521;-58,387004;;1
LC-2021-1007869;2021;Marzo;Jueves;4/3/2021;10;Robo (con violencia);;;Balvanera;3;-34,619196;-58,41146;;39
LC-2021-1007927;2021;Febrero;Viernes;19/2/2021;23;Robo (con violencia);;Arma de fuego;Balvanera;3;-34,618232;-58,393205;;19
LC-2021-1007946;2021;Marzo;Miércoles;31/3/2021;10;Hurto (sin violencia);;;Palermo;14;-34,570867;-58,442858;;45
LC-2021-1008104;2021;Abril;Viernes;2/4/2021;2;Hurto (sin violencia);;;Caballito;6;-34,620943;-58,430654;;22
LC-2021-1008124;2021;Febrero;Viernes;26/2/2021;23;Robo (con violencia);;Arma cortante;Barracas;4;-34,65648;-58,374194;;5
LC-2021-1008233;2021;Febrero;Miércoles;3/2/2021;19;Robo (con violencia);;;Vélez Sársfield;10;-34,631659;-58,486704;;34
LC-2021-1008267;2021;Febrero;Martes;2/2/2021;1;Robo (con violencia);;;Retiro;1;-34,592786;-58,37772;;6
LC-2021-1008299;2021;Junio;Jueves;3/6/2021;18;Hurto (sin violencia);Hurto Automotor;;Villa Lugano;8;-34,673804;-58,498606;;37
LC-2021-1008483;2021;Mayo;Jueves;6/5/2021;6;Robo (con violencia);;Arma cortante;Almagro;5;-34,608535;-58,41607;;39
LC-2021-1008507;2021;Abril;Viernes;23/4/2021;16;Robo (con violencia);;;Villa Soldati;8;-34,660535;-58,450919;;10
LC-2021-1008982;2021;Abril;Viernes;23/4/2021;4;Robo (con violencia);;;Vélez Sársfield;10;-34,638041;-58,487413;;12
LC-2021-1009098;2021;Junio;Jueves;17/6/2021;7;Hurto (sin violencia);;;Villa Soldati;8;-34,658319;-58,453563;;45
LC-2021-1009137;2021;Marzo;Jueves;4/3/2021;7;Hurto (sin violencia);;;Monserrat;1;-34,609474;-58,373736;;36
LC-2021-1009221;2021;Febrero;Domingo;14/2/2021;17;Lesiones;Siniestro Vial;;Nuñez;13;-34,554519;-58,466385;1;20
LC-2021-1009563;2021;Mayo;Martes;18/5/2021;16;Lesiones;Siniestro Vial;;Recoleta;2;-34,586966;-58,396223;1;28
LC-2021-1009615;2021;Junio;Domingo;27/6/2021;19;Robo (con violencia);;Arma de fuego;Nueva Pompeya;4;-34,655852;-58,402756;;8
LC-2021-1009650;2021;Febrero;Viernes;12/2/2021;1;Hurto (sin violencia);;;Caballito;6;-34,613813;-58,453759;;36
LC-2021-1009690;2021;Abril;Viernes;30/4/2021;18;Hurto (sin violencia);;;Palermo;14;-34,586543;-58,41057;;1
LC-2021-1009720;2021;Abril;Viernes;23/4/2021;10;Hurto (sin violencia);;;Balvanera;3;-34,604434;-58,392293;;11
LC-2021-1009905;2021;Marzo;Jueves;11/3/2021;3;Hurto (sin violencia);;;Parque Chacabuco;7;-34,636118;-58,438496;;29
LC-2021-1009924;2021;Junio;Lunes;7/6/2021;20;Robo (con violencia);;Arma de fuego;Flores;7;-34,64531;-58,442158;;17
LC-2021-1009965;2021;Mayo;Jueves;27/5/2021;16;Hurto (sin violencia);;;Villa Pueyrredón;12;-34,586285;-58,502186;;34
LC-2021-1010009;2021;Abril;Viernes;30/4/2021;14;Robo (con violencia);;;Belgrano;13;-34,556001;-58,455959;;45
LC-2021-1010016;2021;Junio;Miércoles;9/6/2021;19;Robo (con violencia);;;Villa Lugano;8;-34,674467;-58,472162;;8
LC-2021-1010130;2021;Junio;Domingo;20/6/2021;0;Lesiones;Siniestro Vial;;Barracas;4;-34,65143;-58,396622;1;36
LC-2021-1010167;2021;Junio;Martes;1/6/2021;17;Robo (con violencia);;;San Cristóbal;3;-34,622168;-58,399675;;41
LC-2021-1010208;2021;Marzo;Martes;23/3/2021;12;Hurto (sin violencia);;;Constitución;1;-34,619718;-58,382122;;40
LC-2021-1010249;2021;Abril;Domingo;4/4/2021;10;Robo (con violencia);;;Villa Riachuelo;8;-34,682335;-58,452744;;12
LC-2021-1010297;2021;Marzo;Martes;30/3/2021;21;Lesiones;Siniestro Vial;;Barracas;4;-34,649646;-58,367831;1;5
LC-2021-1010468;2021;Mayo;Lunes;17/5/2021;20;Hurto (sin violencia);;;Monte Castro;10;-34,616564;-58,507559;;35
LC-2021-1010494;2021;Junio;Viernes;4/6/2021;17;Robo (con violencia);;;Nuñez;13;-34,555658;-58,470603;;6
LC-2021-1010645;2021;Marzo;Viernes;5/3/2021;13;Robo (con violencia);;Arma cortante;Recoleta;2;-34,577362;-58,384995;;15
LC-2021-1010668;2021;Mayo;Miércoles;19/5/2021;12;Hurto (sin violencia);Hurto Automotor;;Villa Devoto;11;-34,612409;-58,511717;;23
LC-2021-1010725;2021;Enero;Lunes;18/1/2021;7;Hurto (sin violencia);;;Villa Ortuzar;15;-34,576447;-58,47205;;15
