id-mapa;anio;mes;dia;fecha;franja;tipo;subtipo;uso_armas;barrio;comuna;latitud;longitud;cantidad;condena
LC-2021-1106978;2021;Abril;Sábado;10/4/2021;7;Hurto (sin violencia);;;Agronomía;15;-34,591096;-58,493653;;38
LC-2021-1106996;2021;Marzo;Sábado;27/3/2021;16;Lesiones;Siniestro Vial;;Villa Gral. Mitre;11;-34,61051;-58,471606;1;43
LC-2021-1107007;2021;Febrero;Lunes;8/2/2021;23;Hurto (sin violencia);;;Retiro;1;-34,59518;-58,380362;;5
LC-2021-1107065;2021;Junio;Viernes;4/6/2021;17;Hurto (sin violencia);;;Villa Del Parque;11;-34,599967;-58,49083;;29
LC-2021-1107235;2021;Mayo;Martes;11/5/2021;21;Hurto (sin violencia);Hurto Automotor;;Vélez Sársfield;10;-34,634216;-58,488908;;16
LC-2021-1107239;2021;Febrero;Lunes;8/2/2021;17;Robo (con violencia);;;Vélez Sársfield;10;-34,628091;-58,498423;;31
LC-2021-1107257;2021;Mayo;Miércoles;12/5/2021;9;Hurto (sin violencia);;;Boedo;5;-34,633521;-58,420495;;7
LC-2021-1107281;2021;Febrero;Lunes;8/2/2021;18;Robo (con violencia);Con uso de moto;Arma de fuego;Parque Avellaneda;9;-34,641375;-58,474231;;31
LC-2021-1107316;2021;Enero;Jueves;21/1/2021;12;Hurto (sin violencia);;;San Cristóbal;3;-34,622731;-58,391495;;38
LC-2021-1107420;2021;Marzo;Sábado;6/3/2021;20;Robo (con violencia);;;Constitución;1;-34,622633;-58,389894;;20
LC-2021-1107509;2021;Junio;Miércoles;16/6/2021;12;Hurto (sin violencia);;;Parque Patricios;4;-34,63464;-58,401002;;36
LC-2021-1107559;2021;Febrero;Lunes;1/2/2021;8;Robo (con violencia);;;Villa Crespo;15;-34,600269;-58,438471;;16
LC-2021-1107606;2021;Enero;Martes;5/1/2021;12;Hurto (sin violencia);;;Balvanera;3;-34,610119;-58,405971;;7
LC-2021-1107624;2021;Abril;Viernes;30/4/2021;5;Robo (con violencia);;;Barracas;4;-34,642953;-58,379417;;22
LC-2021-1107681;2021;Mayo;Miércoles;5/5/2021;19;Robo (con violencia);Con uso de moto;Arma de fuego;Parque Chacabuco;7;-34,642826;-58,437788;;21
LC-2021-1107706;2021;Junio;Jueves;10/6/2021;5;Hurto (sin violencia);;;Boca;4;-34,629696;-58,357883;;16
LC-2021-1107749;2021;Mayo;Lunes;31/5/2021;17;Robo (con violencia);;;Nuñez;13;-34,550678;-58,468463;;31
LC-2021-1107770;2021;Abril;Miércoles;7/4/2021;16;Robo (con violencia);;Arma de fuego;Villa Soldati;8;-34,668758;-58,445085;;25
LC-2021-1107819;2021;Mayo;Miércoles;5/5/2021;10;Robo (con violencia);;;Palermo;14;-34,588171;-58,439125;;34
LC-2021-1108026;2021;Febrero;Viernes;26/2/2021;12;Hurto (sin violencia);;;Nueva Pompeya;4;-34,647747;-58,432283;;11
LC-2021-1108035;2021;Marzo;Sábado;13/3/2021;21;Robo (con violencia);;;San Cristóbal;3;-34,622736;-58,404303;;39
LC-2021-1108048;2021;Enero;Miércoles;27/1/2021;12;Robo (con violencia);;;Balvanera;3;-34,610228;-58,410211;;4
LC-2021-1108110;2021;Marzo;Lunes;22/3/2021;20;Lesiones;Siniestro Vial;;Balvanera;3;-34,610334;-58,408887;1;27
LC-2021-1108386;2021;Enero;Domingo;31/1/2021;20;Robo (con violencia);;;Villa Crespo;15;-34,597476;-58,433343;;16
LC-2021-1108474;2021;Abril;Martes;6/4/2021;18;Hurto (sin violencia);;;Villa Lugano;8;-34,679169;-58,47073;;33
LC-2021-1108616;2021;Mayo;Miércoles;12/5/2021;8;Robo (con violencia);;;Caballito;6;-34,630478;-58,450499;;30
LC-2021-1108652;2021;Enero;Lunes;4/1/2021;4;Hurto (sin violencia);;;Villa Pueyrredón;12;-34,586996;-58,492762;;11
LC-2021-1108662;2021;Abril;Miércoles;21/4/2021;10;Hurto (sin violencia);;;Villa Lugano;8;-34,668098;-58,487367;;6
LC-2021-1108699;2021;Marzo;Martes;23/3/2021;18;Hurto (sin violencia);;;Nueva Pompeya;4;-34,657829;-58,414627;;4
LC-2021-1108746;2021;Mayo;Domingo;16/5/2021;17;Hurto (sin violencia);;;Palermo;14;-34,582256;-58,435116;;20
LC-2021-1108882;2021;Mayo;Martes;4/5/2021;7;Hurto (sin violencia);;;Villa Gral. Mitre;11;-34,610095;-58,473528;;41
LC-2021-1108901;2021;Marzo;Martes;9/3/2021;17;Hurto (sin violencia);;;Palermo;14;-34,577807;-58,406031;;6
LC-2021-1108986;2021;Febrero;Domingo;28/2/2021;23;Robo (con violencia);Con uso de moto;;Boedo;5;-34,631602;-58,417796;;26
LC-2021-1109063;2021;Abril;Viernes;2/4/2021;5;Hurto (sin violencia);;;Villa Devoto;11;-34,613169;-58,523637;;25
LC-2021-1109256;2021;Febrero;Viernes;5/2/2021;9;Hurto (sin violencia);;;Boedo;5;-34,625798;-58,419178;;17
LC-2021-1109262;2021;Febrero;Sábado;6/2/2021;20;Hurto (sin violencia);;;Caballito;6;-34,617745;-58,455176;;12
LC-2021-1109281;2021;Marzo;Viernes;19/3/2021;0;Hurto (sin violencia);;;Villa Crespo;15;-34,600294;-58,441293;;39
LC-2021-1109366;2021;Mayo;Domingo;16/5/2021;21;Robo (con violencia);;;Palermo;14;-34,572415;-58,440973;;3
LC-2021-1109411;2021;Junio;Sábado;5/6/2021;9;Hurto (sin violencia);Hurto Automotor;;Vélez Sársfield;10;-34,626874;-58,495311;;14
LC-2021-1109424;2021;Abril;Domingo;4/4/2021;12;Robo (con violencia);;;Balvanera;3;-34,608044;-58,403395;;28
LC-2021-1109469;2021;Marzo;Domingo;14/3/2021;9;Hurto (sin violencia);Hurto Automotor;;Caballito;6;-34,614423;-58,438628;;13
LC-2021-1109549;2021;Marzo;Miércoles;31/3/2021;17;Robo (con violencia);;;Almagro;5;-34,611748;-58,429269;;7
LC-2021-1109550;2021;Mayo;Viernes;14/5/2021;18;Hurto (sin violencia);Hurto Automotor;;San Cristóbal;3;-34,626305;-58,410213;;29
LC-2021-1109579;2021;Enero;Jueves;21/1/2021;9;Hurto (sin violencia);;;Vélez Sársfield;10;-34,625734;-58,498837;;19
LC-2021-1109613;2021;Febrero;Jueves;18/2/2021;7;Hurto (sin violencia);;;Colegiales;13;-34,569394;-58,45279;;22
LC-2021-1109722;2021;Junio;Martes;8/6/2021;8;Robo (con violencia);;;San Cristóbal;3;-34,621544;-58,407507;;37
LC-2021-1109732;2021;Junio;Domingo;13/6/2021;13;Robo (con violencia);;;Monserrat;1;-34,612064;-58,370593;;11
LC-2021-1109787;2021;Febrero;Lunes;1/2/2021;17;Robo (con violencia);;Arma de fuego;Villa Luro;10;-34,645816;-58,502296;;17
LC-2021-1109919;2021;Mayo;Jueves;20/5/2021;17;Hurto (sin violencia);;;Colegiales;13;-34,575643;-58,454345;;5
LC-2021-1110239;2021;Abril;Domingo;4/4/2021;23;Robo (con violencia);;;Saavedra;12;-34,555099;-58,48593;;25
LC-2021-1110376;2021;Junio;Jueves;3/6/2021;7;Robo (con violencia);;;Almagro;5;-34,615842;-58,420084;;45
LC-2021-1110542;2021;Marzo;Lunes;1/3/2021;16;Robo (con violencia);;;Chacarita;15;-34,58678;-58,4414;;8
LC-2021-1110631;2021;Mayo;Martes;25/5/2021;12;Hurto (sin violencia);;;Villa Del Parque;11;-34,606069;-58,491408;;31
LC-2021-1110753;2021;Junio;Lunes;28/6/2021;7;Robo (con violencia);;;Parque Chacabuco;7;-34,631997;-58,447308;;38
LC-2021-1110827;2021;Febrero;Sábado;13/2/2021;1;Robo (con violencia);;;Nueva Pompeya;4;-34,655607;-58,417815;;17
LC-2021-1110844;2021;Marzo;Jueves;11/3/2021;17;Robo (con violencia);;;Recoleta;2;-34,598462;-58,388981;;13
LC-2021-1111077;2021;Junio;Jueves;10/6/2021;4;Hurto (sin violencia);;;Barracas;4;-34,644418;-58,376861;;41
LC-2021-1111152;2021;Marzo;Martes;2/3/2021;23;Robo (con violencia);;;Palermo;14;-34,588686;-58,417919;;28
LC-2021-1111195;2021;Junio;Martes;22/6/2021;11;Robo (con violencia);;;Constitución;1;-34,631224;-58,386742;;44
LC-2021-1111264;2021;Enero;Viernes;22/1/2021;21;Lesiones;Siniestro Vial;;Balvanera;3;-34,607237;-58,397856;1;11
LC-2021-1111330;2021;Marzo;Martes;2/3/2021;9;Hurto (sin violencia);;;Almagro;5;-34,611216;-58,415445;;2
LC-2021-1111367;2021;Febrero;Sábado;20/2/2021;11;Hurto (sin violencia);;;Flores;7;-34,626405;-58,463706;;25
LC-2021-1111456;2021;Febrero;Miércoles;24/2/2021;4;Robo (con violencia);;Arma de fuego;Parque Chacabuco;7;-34,634598;-58,451657;;5
LC-2021-1111485;2021;Junio;Jueves;3/6/2021;9;Robo (con violencia);;;Caballito;6;-34,621109;-58,437254;;37
LC-2021-1111556;2021;Mayo;Domingo;30/5/2021;19;Hurto (sin violencia);;;Floresta;10;-34,62644;-58,48192;;14
LC-2021-1111608;2021;Marzo;Lunes;22/3/2021;2;Robo (con violencia);;;Balvanera;3;-34,60822;-58,395209;;5
LC-2021-1111619;2021;Marzo;Miércoles;24/3/2021;15;Robo (con violencia);;;Palermo;14;-34,59175;-58,412396;;5
LC-2021-1111808;2021;Abril;Miércoles;7/4/2021;22;Hurto (sin violencia);;;Villa Lugano;8;-34,678061;-58,484065;;32
LC-2021-1111813;2021;Junio;Viernes;11/6/2021;17;Hurto (sin violencia);;;Palermo;14;-34,588108;-58,425288;;18
LC-2021-1111814;2021;Abril;Domingo;11/4/2021;16;Hurto (sin violencia);;;Floresta;10;-34,624999;-58,485228;;22
LC-2021-1111846;2021;Febrero;Domingo;28/2/2021;0;Hurto (sin violencia);;;Villa Del Parque;11;-34,603096;-58,496479;;33
LC-2021-1111905;2021;Enero;Miércoles;13/1/2021;19;Robo (con violencia);;;Balvanera;3;-34,605351;-58,408232;;4
LC-2021-1112008;2021;Abril;Jueves;15/4/2021;14;Robo (con violencia);;;Belgrano;13;-34,567712;-58,449069;;35
LC-2021-1112021;2021;Abril;Sábado;10/4/2021;10;Robo (con violencia);;;Belgrano;13;-34,559269;-58,442456;;4
LC-2021-1112033;2021;Mayo;Martes;4/5/2021;9;Hurto (sin violencia);;;Almagro;5;-34,608427;-58,424985;;10
LC-2021-1112068;2021;Marzo;Martes;30/3/2021;23;Hurto (sin violencia);;;Caballito;6;-34,627921;-58,442053;;35
LC-2021-1112187;2021;Junio;Lunes;14/6/2021;10;Hurto (sin violencia);;;Palermo;14;-34,565526;-58,435623;;32
LC-2021-1112200;2021;Abril;Sábado;3/4/2021;20;Lesiones;Siniestro Vial;;Balvanera;3;-34,613965;-58,408604;1;34
LC-2021-1112431;2021;Marzo;Martes;30/3/2021;12;Hurto (sin violencia);;;Villa Crespo;15;-34,598281;-58,432308;;9
LC-2021-1112538;2021;Abril;Domingo;25/4/2021;5;Lesiones;Siniestro Vial;;Barracas;4;-34,651069;-58,40057;1;5
LC-2021-1112668;2021;Enero;Sábado;23/1/2021;14;Robo (con violencia);Con uso de moto;;San Nicolás;1;-34,601164;-58,385403;;42
LC-2021-1112730;2021;Febrero;Jueves;25/2/2021;14;Robo (con violencia);;;Parque Patricios;4;-34,636791;-58,403786;;19
LC-2021-1112781;2021;Marzo;Lunes;29/3/2021;6;Robo (con violencia);;;Parque Chacabuco;7;-34,636573;-58,441796;;31
LC-2021-1112793;2021;Febrero;Lunes;8/2/2021;22;Robo (con violencia);;;Flores;7;-34,630767;-58,456004;;11
LC-2021-1112803;2021;Mayo;Domingo;16/5/2021;12;Robo (con violencia);;;Chacarita;15;-34,585601;-58,445106;;40
LC-2021-1112863;2021;Marzo;Martes;16/3/2021;19;Robo (con violencia);;;Palermo;14;-34,587489;-58,41578;;42
LC-2021-1112913;2021;Abril;Lunes;12/4/2021;15;Robo (con violencia);;;Mataderos;9;-34,655166;-58,512329;;38
LC-2021-1113025;2021;Abril;Lunes;5/4/2021;10;Robo (con violencia);;;Palermo;14;-34,583653;-58,421566;;11
LC-2021-1113072;2021;Marzo;Miércoles;31/3/2021;5;Hurto (sin violencia);;;Monserrat;1;-34,615791;-58,36915;;13
LC-2021-1113148;2021;Junio;Domingo;20/6/2021;12;Robo (con violencia);;;Caballito;6;-34,613702;-58,430218;;37
LC-2021-1113184;2021;Marzo;Viernes;19/3/2021;2;Robo (con violencia);;;Nueva Pompeya;4;-34,652015;-58,416374;;18
LC-2021-1113195;2021;Abril;Viernes;23/4/2021;21;Hurto (sin violencia);;;Constitución;1;-34,631452;-58,384032;;2
LC-2021-1113201;2021;Abril;Jueves;22/4/2021;3;Robo (con violencia);;;Barracas;4;-34,650894;-58,380039;;13
LC-2021-1113301;2021;Abril;Viernes;30/4/2021;19;Robo (con violencia);;Arma de fuego;Paternal;15;-34,60067;-58,474942;;32
LC-2021-1113302;2021;Febrero;Lunes;15/2/2021;2;Robo (con violencia);;Arma cortante;Balvanera;3;-34,600797;-58,393338;;12
LC-2021-1113339;2021;Marzo;Miércoles;17/3/2021;13;Robo (con violencia);;;Mataderos;9;-34,659708;-58,486163;;37
LC-2021-1113394;2021;Junio;Domingo;27/6/2021;19;Hurto (sin violencia);;;Boca;4;-34,636868;-58,361508;;26
LC-2021-1113424;2021;Marzo;Miércoles;3/3/2021;7;Hurto (sin violencia);;;Villa Lugano;8;-34,67119;-58,482018;;43
LC-2021-1113536;2021;Junio;Domingo;27/6/2021;23;Robo (con violencia);;;Flores;7;-34,63863;-58,463223;;22
LC-2021-1113537;2021;Marzo;Viernes;5/3/2021;23;Lesiones;Siniestro Vial;;Villa Lugano;8;-34,677288;-58,465449;1;13
LC-2021-1113555;2021;Abril;Miércoles;14/4/2021;8;Robo (con violencia);;;Villa Riachuelo;8;-34,689718;-58,475971;;17
LC-2021-1113568;2021;Junio;Jueves;3/6/2021;16;Hurto (sin violencia);;;Balvanera;3;-34,609816;-58,40671;;33
LC-2021-1113626;2021;Febrero;Martes;2/2/2021;23;Hurto (sin violencia);;;Versalles;10;-34,632116;-58,524159;;5
LC-2021-1113672;2021;Enero;Viernes;8/1/2021;21;Robo (con violencia);;;Boedo;5;-34,623332;-58,413734;;39
LC-2021-1113705;2021;Mayo;Domingo;23/5/2021;9;Robo (con violencia);;;Balvanera;3;-34,610085;-58,403904;;36
LC-2021-1113715;2021;Marzo;Miércoles;31/3/2021;14;Robo (con violencia);;Arma de fuego;Villa Crespo;15;-34,601758;-58,442003;;18
LC-2021-1113782;2021;Abril;Domingo;4/4/2021;16;Lesiones;Siniestro Vial;;Villa Lugano;8;-34,673884;-58,499999;1;37
LC-2021-1113872;2021;Enero;Miércoles;13/1/2021;21;Robo (con violencia);;;Chacarita;15;-34,584869;-58,447057;;15
LC-2021-1113901;2021;Febrero;Martes;23/2/2021;18;Robo (con violencia);;Arma de fuego;Monte Castro;10;-34,618788;-58,514672;;23
LC-2021-1113924;2021;Abril;Jueves;22/4/2021;13;Robo (con violencia);;;Villa Real;10;-34,623042;-58,52978;;15
LC-2021-1113930;2021;Febrero;Jueves;18/2/2021;12;Robo (con violencia);;;Parque Avellaneda;9;-34,651175;-58,485278;;40
LC-2021-1113935;2021;Junio;Domingo;6/6/2021;8;Hurto (sin violencia);;;San Telmo;1;-34,620594;-58,367834;;43
LC-2021-1113936;2021;Mayo;Miércoles;5/5/2021;0;Hurto (sin violencia);;;Villa Devoto;11;-34,610332;-58,527438;;33
LC-2021-1114016;2021;Enero;Domingo;17/1/2021;11;Robo (con violencia);;;Nuñez;13;-34,541725;-58,464797;;4
LC-2021-1114045;2021;Febrero;Jueves;4/2/2021;11;Hurto (sin violencia);Hurto Automotor;;Villa Ortuzar;15;-34,580559;-58,468563;;13
LC-2021-1114155;2021;Mayo;Lunes;31/5/2021;17;Robo (con violencia);;Arma de fuego;Recoleta;2;-34,595601;-58,39339;;19
LC-2021-1114158;2021;Febrero;Martes;9/2/2021;19;Robo (con violencia);;;Retiro;1;-34,593296;-58,373892;;4
LC-2021-1114189;2021;Junio;Martes;29/6/2021;23;Hurto (sin violencia);;;Villa Lugano;8;-34,682961;-58,463906;;6
LC-2021-1114376;2021;Marzo;Miércoles;3/3/2021;9;Hurto (sin violencia);;;Villa Devoto;11;-34,59079;-58,50639;;27
LC-2021-1114412;2021;Enero;Jueves;7/1/2021;21;Robo (con violencia);;;Retiro;1;-34,580421;-58,374899;;16
LC-2021-1114413;2021;Enero;Jueves;14/1/2021;16;Robo (con violencia);;;Palermo;14;-34,597696;-58,41921;;18
LC-2021-1114479;2021;Mayo;Domingo;30/5/2021;18;Robo (con violencia);;;Belgrano;13;-34,560533;-58,453844;;18
LC-2021-1114514;2021;Febrero;Jueves;18/2/2021;12;Hurto (sin violencia);;;San Nicolás;1;-34,602719;-58,385237;;31
LC-2021-1114651;2021;Abril;Lunes;19/4/2021;15;Robo (con violencia);;;Recoleta;2;-34,590884;-58,390931;;44
LC-2021-1114678;2021;Abril;Viernes;23/4/2021;9;Hurto (sin violencia);;;San Nicolás;1;-34,609192;-58,39056;;12
LC-2021-1114944;2021;Mayo;Martes;11/5/2021;19;Robo (con violencia);;;Villa Crespo;15;-34,605549;-58,441518;;27
LC-2021-1115105;2021;Junio;Martes;15/6/2021;14;Hurto (sin violencia);;;Recoleta;2;-34,594459;-58,396795;;41
LC-2021-1115161;2021;Marzo;Jueves;4/3/2021;18;Robo (con violencia);;;Recoleta;2;-34,596739;-58,413815;;37
LC-2021-1115193;2021;Mayo;Sábado;8/5/2021;12;Robo (con violencia);Con uso de moto;;Monte Castro;10;-34,616695;-58,503754;;32
LC-2021-1115252;2021;Enero;Sábado;2/1/2021;21;Hurto (sin violencia);;;Parque Avellaneda;9;-34,655052;-58,472647;;25
LC-2021-1115256;2021;Enero;Domingo;31/1/2021;14;Hurto (sin violencia);;;Monserrat;1;-34,612297;-58,391676;;13
LC-2021-1115349;2021;Junio;Martes;15/6/2021;14;Robo (con violencia);;;Constitución;1;-34,630858;-58,38267;;41
LC-2021-1115413;2021;Abril;Miércoles;7/4/2021;11;Lesiones;Siniestro Vial;;Villa Lugano;8;-34,665632;-58,47849;1;1
LC-2021-1115449;2021;Marzo;Jueves;18/3/2021;8;Hurto (sin violencia);;;Palermo;14;-34,578144;-58,404173;;40
LC-2021-1115497;2021;Mayo;Jueves;6/5/2021;12;Hurto (sin violencia);;;Almagro;5;-34,603748;-58,424073;;39
LC-2021-1115499;2021;Marzo;Domingo;14/3/2021;8;Hurto (sin violencia);;;Villa Lugano;8;-34,674789;-58,466394;;26
LC-2021-1115660;2021;Marzo;Jueves;25/3/2021;1;Robo (con violencia);;;Retiro;1;-34,599159;-58,384036;;16
LC-2021-1115686;2021;Marzo;Miércoles;3/3/2021;10;Hurto (sin violencia);;;Parque Patricios;4;-34,641003;-58,396012;;14
LC-2021-1116014;2021;Abril;Viernes;23/4/2021;19;Hurto (sin violencia);;;San Cristóbal;3;-34,62612;-58,40393;;42
LC-2021-1116015;2021;Abril;Viernes;2/4/2021;17;Lesiones;Siniestro Vial;;Balvanera;3;-34,614532;-58,403011;1;37
LC-2021-1116049;2021;Febrero;Sábado;20/2/2021;4;Robo (con violencia);;Arma cortante;San Cristóbal;3;-34,620222;-58,391629;;24
LC-2021-1116178;2021;Abril;Lunes;26/4/2021;17;Robo (con violencia);;;Palermo;14;-34,577279;-58,42968;;10
LC-2021-1116532;2021;Enero;Lunes;11/1/2021;11;Hurto (sin violencia);;;Villa Lugano;8;-34,660388;-58,467811;;23
LC-2021-1116624;2021;Enero;Viernes;8/1/2021;11;Robo (con violencia);;;Monserrat;1;-34,612545;-58,389477;;37
LC-2021-1116634;2021;Junio;Domingo;27/6/2021;20;Robo (con violencia);;;Villa Lugano;8;-34,673602;-58,470002;;45
LC-2021-1116674;2021;Junio;Lunes;14/6/2021;19;Robo (con violencia);;;Nueva Pompeya;4;-34,647026;-58,415342;;35
LC-2021-1116683;2021;Mayo;Sábado;22/5/2021;22;Robo (con violencia);;;Almagro;5;-34,603015;-58,422563;;21
LC-2021-1116739;2021;Enero;Viernes;1/1/2021;11;Hurto (sin violencia);;;Saavedra;12;-34,550453;-58,48473;;25
LC-2021-1116746;2021;Enero;Lunes;25/1/2021;16;Robo (con violencia);;;Belgrano;13;-34,562902;-58,462919;;33
LC-2021-1116894;2021;Mayo;Domingo;30/5/2021;19;Lesiones;Siniestro Vial;;Vélez Sársfield;10;-34,631775;-58,499975;1;42
LC-2021-1117018;2021;Enero;Domingo;24/1/2021;20;Robo (con violencia);;;Parque Chas;15;-34,584818;-58,488792;;13
LC-2021-1117105;2021;Junio;Domingo;13/6/2021;10;Robo (con violencia);;;Palermo;14;-34,587978;-58,437574;;27
LC-2021-1117180;2021;Febrero;Miércoles;3/2/2021;14;Robo (con violencia);;;Versalles;10;-34,63009;-58,517292;;12
LC-2021-1117307;2021;Abril;Viernes;9/4/2021;11;Hurto (sin violencia);;;Monte Castro;10;-34,620225;-58,501248;;35
LC-2021-1117320;2021;Marzo;Jueves;4/3/2021;19;Robo (con violencia);;Arma de fuego;Villa Urquiza;12;-34,575719;-58,484667;;2
LC-2021-1117387;2021;Marzo;Lunes;22/3/2021;7;Robo (con violencia);Con uso de moto;;Caballito;6;-34,605657;-58,456129;;16
LC-2021-1117525;2021;Enero;Jueves;14/1/2021;23;Robo (con violencia);;Arma cortante;Almagro;5;-34,606974;-58,41573;;21
LC-2021-1117562;2021;Junio;Viernes;25/6/2021;11;Hurto (sin violencia);;;Balvanera;3;-34,600882;-58,404502;;36
LC-2021-1117729;2021;Febrero;Sábado;20/2/2021;12;Robo (con violencia);;;Constitución;1;-34,620135;-58,390203;;26
LC-2021-1117739;2021;Enero;Viernes;15/1/2021;13;Hurto (sin violencia);Hurto Automotor;;Nueva Pompeya;4;-34,649857;-58,419933;;9
LC-2021-1117805;2021;Marzo;Lunes;1/3/2021;16;Hurto (sin violencia);;;Chacarita;15;-34,588953;-58,44811;;1
LC-2021-1117942;2021;Febrero;Miércoles;3/2/2021;6;Robo (con violencia);Con uso de moto;;Mataderos;9;-34,650368;-58,507282;;40
LC-2021-1118049;2021;Marzo;Lunes;8/3/2021;21;Hurto (sin violencia);;;Villa Lugano;8;-34,663209;-58,483386;;26
LC-2021-1118214;2021;Febrero;Martes;9/2/2021;19;Robo (con violencia);;;Villa Devoto;11;-34,596395;-58,503218;;14
LC-2021-1118242;2021;Enero;Viernes;29/1/2021;17;Hurto (sin violencia);;;Balvanera;3;-34,614733;-58,399219;;11
LC-2021-1118320;2021;Marzo;Miércoles;3/3/2021;11;Hurto (sin violencia);;;Villa Urquiza;12;-34,576831;-58,494101;;24
LC-2021-1118386;2021;Enero;Jueves;28/1/2021;14;Robo (con violencia);;;Parque Chacabuco;7;-34,630107;-58,440854;;8
LC-2021-1118593;2021;Mayo;Jueves;6/5/2021;6;Robo (con violencia);;Arma de fuego;Liniers;9;-34,638825;-58,523835;;41
LC-2021-1118683;2021;Abril;Lunes;19/4/2021;18;Hurto (sin violencia);;;Palermo;14;-34,576609;-58,431563;;12
LC-2021-1118684;2021;Enero;Viernes;8/1/2021;10;Lesiones;Siniestro Vial;;Balvanera;3;-34,603926;-58,400933;1;18
LC-2021-1118813;2021;Abril;Sábado;10/4/2021;19;Lesiones;Siniestro Vial;;Palermo;14;-34,588226;-58,409503;1;34
LC-2021-1118874;2021;Abril;Jueves;8/4/2021;22;Robo (con violencia);;;Villa Real;10;-34,62388;-58,523612;;32
LC-2021-1118904;2021;Abril;Martes;13/4/2021;16;Robo (con violencia);;;Caballito;6;-34,62705;-58,453003;;3
LC-2021-1119152;2021;Junio;Miércoles;16/6/2021;9;Robo (con violencia);;;Flores;7;-34,639185;-58,465796;;10
LC-2021-1119251;2021;Marzo;Martes;16/3/2021;9;Hurto (sin violencia);;;Flores;7;-34,615655;-58,461509;;40
LC-2021-1119461;2021;Febrero;Martes;9/2/2021;13;Robo (con violencia);Con uso de moto;;Nuñez;13;-34,552636;-58,459919;;8
LC-2021-1119493;2021;Junio;Martes;22/6/2021;8;Hurto (sin violencia);;;Almagro;5;-34,605954;-58,426115;;25
LC-2021-1119511;2021;Marzo;Viernes;5/3/2021;21;Robo (con violencia);;Arma de fuego;Villa Urquiza;12;-34,578601;-58,496241;;11
LC-2021-1119512;2021;Abril;Domingo;18/4/2021;6;Robo (con violencia);;;Flores;7;-34,649138;-58,441295;;16
LC-2021-1119834;2021;Marzo;Martes;16/3/2021;19;Robo (con violencia);;;Caballito;6;-34,61687;-58,433028;;15
LC-2021-1119845;2021;Febrero;Domingo;28/2/2021;21;Hurto (sin violencia);;;Saavedra;12;-34,548803;-58,482096;;10
LC-2021-1119936;2021;Junio;Jueves;17/6/2021;8;Hurto (sin violencia);Hurto Automotor;;Barracas;4;-34,643315;-58,37785;;29
LC-2021-1120322;2021;Abril;Jueves;22/4/2021;17;Robo (con violencia);;;Saavedra;12;-34,547806;-58,470423;;10
LC-2021-1120453;2021;Marzo;Martes;16/3/2021;19;Hurto (sin violencia);;;Belgrano;13;-34,56519;-58,461063;;40
LC-2021-1120484;2021;Junio;Sábado;26/6/2021;17;Lesiones;Siniestro Vial;;Floresta;10;-34,627701;-58,49022;1;41
LC-2021-1120492;2021;Marzo;Lunes;29/3/2021;5;Robo (con violencia);Robo Automotor;Arma cortante;Villa Devoto;11;-34,589135;-58,515272;;45
LC-2021-1120526;2021;Enero;Miércoles;6/1/2021;16;Robo (con violencia);;;Villa Devoto;11;-34,600005;-58,507378;;24
LC-2021-1120532;2021;Mayo;Viernes;7/5/2021;19;Robo (con violencia);;;Palermo;14;-34,581574;-58,416956;;26
LC-2021-1120696;2021;Marzo;Lunes;1/3/2021;22;Hurto (sin violencia);;;Caballito;6;-34,621699;-58,453446;;30
LC-2021-1120861;2021;Abril;Lunes;19/4/2021;20;Robo (con violencia);;;Palermo;14;-34,565539;-58,435601;;33
LC-2021-1120943;2021;Junio;Sábado;19/6/2021;16;Lesiones;Siniestro Vial;;Villa Pueyrredón;12;-34,581378;-58,494256;1;15
LC-2021-1121158;2021;Marzo;Miércoles;17/3/2021;18;Lesiones;Siniestro Vial;;Palermo;14;-34,59021;-58,43437;1;44
LC-2021-1121458;2021;Marzo;Sábado;13/3/2021;11;Hurto (sin violencia);;;San Cristóbal;3;-34,620809;-58,399783;;44
LC-2021-1121484;2021;Junio;Viernes;11/6/2021;18;Lesiones;Siniestro Vial;;Flores;7;-34,640805;-58,456265;1;44
LC-2021-1121638;2021;Abril;Martes;6/4/2021;15;Hurto (sin violencia);;;Villa Urquiza;12;-34,574874;-58,47618;;40
LC-2021-1121708;2021;Enero;Lunes;4/1/2021;10;Robo (con violencia);;;Villa Pueyrredón;12;-34,583829;-58,499047;;32
LC-2021-1121920;2021;Junio;Jueves;24/6/2021;6;Robo (con violencia);;Arma de fuego;Barracas;4;-34,651508;-58,395431;;36
LC-2021-1121960;2021;Enero;Sábado;2/1/2021;4;Robo (con violencia);;Arma de fuego;Flores;7;-34,647291;-58,455909;;36
LC-2021-1122010;2021;Abril;Viernes;16/4/2021;12;Hurto (sin violencia);;;Balvanera;3;-34,605953;-58,396598;;14
LC-2021-1122011;2021;Febrero;Lunes;22/2/2021;8;Lesiones;Siniestro Vial;;Flores;7;-34,623471;-58,472766;1;36
LC-2021-1122096;2021;Mayo;Sábado;29/5/2021;12;Robo (con violencia);;;Villa Lugano;8;-34,660323;-58,470756;;15
LC-2021-1122158;2021;Marzo;Viernes;12/3/2021;20;Hurto (sin violencia);;;Recoleta;2;-34,591763;-58,391898;;11
LC-2021-1122328;2021;Enero;Lunes;25/1/2021;22;Hurto (sin violencia);;;Parque Avellaneda;9;-34,646298;-58,488785;;36
